idx,case_idx,key,seconds,pesq,estoi,sdr,proj_sdr,si_sdr,sdr_mix,proj_sdr_mix,si_sdr_mix,sdr_i,proj_sdr_i,si_sdr_i,interferer_si_sdr,target_margin_db,target_confusion_rate
718,1,22ga010z_2.3137_441c0206_-2.3137_441o030v,5.08825,2.983750581741333,0.880241401815092,15.307259113099068,14.676785993885614,14.676805753882665,-7.227937658304906,-7.587514727549303,-7.587545407678129,22.535196771403974,22.264300721434918,22.264351161560793,-45.16972620048696,59.846531954369624,0.0
719,0,22ga010z_2.3311_423o030c_-2.3311_22go010d,6.42,3.0805816650390625,0.8904942305925233,16.25120947384155,15.973141672034856,15.973156066828707,4.579035754099607,4.527632897903542,4.527629733893088,11.672173719741942,11.445508774131314,11.44552633293562,-27.134939363949172,43.10809543077788,0.0
719,1,22ga010z_2.3311_423o030c_-2.3311_423a010i,6.42,2.923511505126953,0.8530236809641363,10.58112118582973,10.16948956969027,10.16951622542014,-4.446174473182901,-4.562626620762201,-4.562645646936016,15.02729565901263,14.732116190452471,14.732161872356155,-25.80589584792839,35.97541207334853,0.0
720,0,22ga0110_0.20986_22ha010x_-0.20986_22gc010d,4.98,3.0954513549804688,0.8986132085255177,15.730348268435819,15.334806387387584,15.334868869684385,1.1342499641796424,0.9729254069816485,0.9729266788071068,14.596098304256177,14.361880980405935,14.361942190877278,-27.6471946328039,42.98206350248829,0.0
720,1,22ga0110_0.20986_22ha010x_-0.20986_22hc0101,4.98,3.1363065242767334,0.9067996893204895,14.649422306571847,14.298615520902063,14.298656845614504,-0.7125622230086838,-0.8686415499814646,-0.8686365720507268,15.36198452958053,15.167257070883528,15.167293417665231,-28.861798742809906,43.16045558842441,0.0
721,0,22ga0110_0.50934_051c010a_-0.50934_22gc0110,5.5,3.4330646991729736,0.930878119583487,16.259432114505962,15.902885375027761,15.903035994279136,2.173584447022196,2.037236656451574,2.0372434191767,14.085847667483765,13.865648718576187,13.865792575102436,-30.592462904412308,46.495498898691444,0.0
721,1,22ga0110_0.50934_051c010a_-0.50934_051c0115,5.5,2.9947991371154785,0.8509390226216592,13.736673438947925,13.428592251130194,13.428709115036042,-1.9438178639720718,-2.0662279958276013,-2.0662209303081776,15.680491302919997,15.494820246957795,15.49493004534422,-27.498968360675224,40.92767747571126,0.0
722,0,22ga0110_2.0102_447c020b_-2.0102_22gc0108,5.5,3.2112326622009277,0.911253790254528,14.35461892081391,13.904080348075155,13.904081105536099,3.7773334668919345,3.5887618498512546,3.588759759934578,10.577285453921977,10.3153184982239,10.315321345601522,-27.224043628536077,41.12812473407217,0.0
722,1,22ga0110_2.0102_447c020b_-2.0102_447c0205,5.5,1.1751072406768799,0.09825380487937813,-13.643515581031867,-19.341891896500876,-19.34194467435868,-3.667094647014668,-4.086683933707872,-4.086699932762246,-9.976420934017199,-15.255207962793005,-15.255244741596432,8.261697977613698,-27.60364265197238,1.0
723,0,22ga0111_2.1333_050a0507_-2.1333_22go0111,5.68525,3.625300884246826,0.9420619195072867,20.904330066837773,20.70286271748296,20.704771116886324,5.538116999587834,5.484595298728879,5.484696447116798,15.366213067249937,15.218267418754083,15.220074669769525,-40.00837332553621,60.71314444242253,0.0
723,1,22ga0111_2.1333_050a0507_-2.1333_050a0503,5.68525,3.323164463043213,0.7805825565514035,15.634138972373105,15.077432413676817,15.07850893824165,-5.390002173719042,-5.631201181305454,-5.631226418207072,21.02414114609215,20.70863359498227,20.709735356448725,-37.95995457607178,53.038463514313435,0.0
724,0,22ga0112_1.3421_445o0308_-1.3421_22gc010t,5.56,3.5059103965759277,0.9596566820033852,19.955771124423645,19.76242936324027,19.76246589078222,2.717001848101158,2.682550536402066,2.682551082885612,17.238769276322486,17.079878826838204,17.079914807896607,-32.079215304391454,51.84168119517368,0.0
724,1,22ga0112_1.3421_445o0308_-1.3421_445c020t,5.56,3.1949665546417236,0.8939040908153889,17.3463884349895,17.024372927358844,17.024517636822086,-2.3541193673470224,-2.438359081029681,-2.4383825330238054,19.70050780233652,19.462732008388524,19.46290016984589,-32.712487030800716,49.7370046676228,0.0
725,0,22ga0114_1.6889_443c020f_-1.6889_22gc010d,5.22,3.206101417541504,0.9077308391473031,18.31965860014845,18.124335788890278,18.124338523070193,4.141795076510469,4.110127598251799,4.110124143408636,14.177863523637981,14.01420819063848,14.014214379661556,-30.788442084983622,48.912780608053815,0.0
725,1,22ga0114_1.6889_443c020f_-1.6889_443c020l,5.22,2.632645845413208,0.8290865191649124,13.638133216446873,13.324270933570128,13.324270837336268,-3.9672708485730346,-4.055103623806938,-4.055110993542716,17.605404065019908,17.379374557377066,17.379381830878984,-30.04019732427393,43.3644681616102,0.0
726,0,22gc0101_1.5394_441c0215_-1.5394_22gc0114,5.577875,3.688197374343872,0.9357011004548202,21.159451946667925,21.01185023826995,21.011914535417866,5.55177512554523,5.525167416497113,5.525162562772511,15.607676821122695,15.486682821772838,15.486751972645354,-46.89279691970483,67.9047114551227,0.0
726,1,22gc0101_1.5394_441c0215_-1.5394_441c020j,5.577875,3.035203695297241,0.901097768741238,16.229891835663373,15.9576286974104,15.957705595212033,-5.438640226737348,-5.642318846013939,-5.642328500076729,21.668532062400722,21.59994754342434,21.600034095288763,-35.21795807282953,51.175663668041565,0.0
727,0,22gc0102_0.84835_442o0313_-0.84835_22gc010e,4.62,3.397836685180664,0.9347515727875544,19.326856411633276,19.045783995054755,19.045779269534464,1.9587653085549819,1.9019783676049586,1.9019690255398904,17.368091103078296,17.143805627449797,17.143810243994572,-32.61347130648702,51.659250576021485,0.0
727,1,22gc0102_0.84835_442o0313_-0.84835_442o0311,4.62,3.2082552909851074,0.9026290910847928,17.18168153599041,16.967987005397237,16.967987143354332,-1.753746210123123,-1.8280549095439218,-1.8280637598423888,18.935427746113533,18.79604191494116,18.796050903196722,-33.379948031439014,50.34793517479335,0.0
728,0,22gc0103_1.9955_050c010t_-1.9955_22gc010y,3.1,3.7174465656280518,0.9579739031541311,20.455997773786297,19.84488811727139,19.846723789134415,4.244815672221998,3.966360689300421,3.966429777693542,16.211182101564297,15.878527427970967,15.880294011440874,-31.917890687544496,51.764614476678915,0.0
728,1,22gc0103_1.9955_050c010t_-1.9955_050a050v,3.1,2.9557278156280518,0.8656181231338089,15.689702604566435,14.876545417262065,14.87817271064924,-3.4818880009818147,-3.8689833500960176,-3.868969665253111,19.17159060554825,18.74552876735808,18.74714237590235,-30.791510325401312,45.66968303605055,0.0
729,0,22gc0104_0.64296_053a050k_-0.64296_22go0113,4.34,3.1217026710510254,0.9301738025679928,20.24697030375957,19.915702857293116,19.91598309298521,1.6985002080520721,1.6041096450338768,1.6041172018014698,18.5484700957075,18.31159321225924,18.311865891183743,-37.878111083916465,57.79409417690168,0.0
729,1,22gc0104_0.64296_053a050k_-0.64296_053o020f,4.34,3.5356497764587402,0.9240521290107545,18.603340841882144,18.23396143844633,18.234449284897536,-1.508058144018674,-1.5889066339937559,-1.5888968602030695,20.111398985900816,19.822868072440084,19.823346145100604,-37.945349523480026,56.17979880837756,0.0
730,0,22gc0105_0.6128_443c020h_-0.6128_22gc010w,5.34,3.052793025970459,0.9078165367025824,14.96478880035695,14.656587829223376,14.656584162032061,1.2695447799369066,1.1455525774569926,1.1455462252646462,13.695244020420043,13.511035251766383,13.511037936767416,-25.83492324855307,40.49150741058513,0.0
730,1,22gc0105_0.6128_443c020h_-0.6128_443o030e,5.34,3.2012860774993896,0.9060579207488829,14.051041378158986,13.652586979699917,13.652585405611754,-0.7314464074291721,-0.8841656317538984,-0.8841707569103154,14.782487785588158,14.536752611453815,14.53675616252207,-25.203433841712886,38.85601924732464,0.0
731,0,22gc0106_0.36814_447o030w_-0.36814_22go010a,5.0,3.373680591583252,0.8920357142468368,17.162819018001144,16.926974525786015,16.92706103210368,0.38072195276576914,0.32472999012288084,0.3247224980749349,16.782097065235376,16.602244535663136,16.602338534028746,-30.183969564503013,47.111030596606696,0.0
731,1,22gc0106_0.36814_447o030w_-0.36814_447c0204,5.0,3.2194173336029053,0.8697136158785356,16.71390829171103,16.439136414021945,16.439136755386862,-0.21266017549943936,-0.29581941439519915,-0.2958368682895547,16.92656846721047,16.734955828417146,16.734973623676417,-32.68918673415633,49.12832348954319,0.0
